RIN,Primary Key,Date  Occurred,Time  Occurred,Location,Area  Command,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Subject  Sex,Subject  Race,Subject  Ethnicity,Subject Conduct Desc,Subject Resistance,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number  Shots,Effect on Officer,Officer  Organization Desc,Officer  Commission Date,Officer Yrs of Service,X-Coordinate,Y-Coordinate,Council District,CENSUS_TRACT,ZIP,COUNTY,county description
214271,20183641023,12/30/2018 0:00,1904,8128 N IH 35 SVRD SB,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,204157975: 20183641023,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,12/22/2017 0:00,1,3127901,10098807,4,-,78753,1,TRAVIS COUNTY
214278,20183640197,12/30/2018 0:00,528,E 6TH ST / TRINITY ST,GE,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",4,458960885: 20183640197,F,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,3/20/2015 0:00,4,3115415,10070416,9,-,78701,1,TRAVIS COUNTY
214263,20183640152,12/30/2018 0:00,538,500 BLOCK TRINITY ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459215254: 20183640152,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG 1 NIGHTS,3/20/2015 0:00,4,3115341,10070251,9,-,78701,1,TRAVIS COUNTY
214280,20183630049,12/29/2018 0:00,,515 E SLAUGHTER LN,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,288950173: 20183630049,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 800 REG IV PATROL,12/22/2017 0:00,1,3103831,10032503,5,24.25,78744,1,TRAVIS COUNTY
214293,20183630834,12/29/2018 0:00,,1515 GROVE BLVD,HE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459660511: 20183630834,F,B,H,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ACADEMY LEARNED SKILLS REG II,11/12/2010 0:00,8,3126360,10057548,3,23.18,78741,1,TRAVIS COUNTY
214199,20183630959,12/29/2018 0:00,,9405 DESSAU RD,ED,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459656568: 20183630959,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,2,MINOR INJURY,METRO TAC REGION I,5/17/2013 0:00,6,3135024,10101398,1,18.34,78754,1,TRAVIS COUNTY
214200,20183631056,12/29/2018 0:00,,9414 N LAMAR BLVD,ED,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,263848320: 20183631056,F,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,DAVID DISTRICT REPS REG IV PARTOL,11/12/2010 0:00,8,3127650,10106327,4,-,78758,1,TRAVIS COUNTY
214239,20183631524,12/29/2018 0:00,2310,7100 N IH 35 SVRD SB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459054555: 20183631524,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,5/30/2014 0:00,5,3125614,10094452,4,-,78752,1,TRAVIS COUNTY
214508,20183631273,12/29/2018 0:00,2015,500 E 7TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",4,10626412: 20183631273,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,11/13/2015 0:00,3,3115951,10070759,9,-,78701,1,TRAVIS COUNTY
214288,20183631273,12/29/2018 0:00,2030,500 E 7TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,10626412: 20183631273,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,3/20/2015 0:00,4,3115951,10070759,9,-,78701,1,TRAVIS COUNTY
214297,20183630904,12/29/2018 0:00,1703,5515 WOODROW AVE,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459140997: 20183630904,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,6/23/2006 0:00,13,3116795,10092335,7,-,78756,1,TRAVIS COUNTY
214298,20183630904,12/29/2018 0:00,1703,5515 WOODROW AVE,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459140997: 20183630904,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,6/23/2017 0:00,2,3116795,10092335,7,-,78756,1,TRAVIS COUNTY
214287,20183630967,12/29/2018 0:00,1638,500 E 7TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459743568: 20183630967,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,3/21/2014 0:00,5,3115951,10070759,9,-,78701,1,TRAVIS COUNTY
214286,20183630967,12/29/2018 0:00,1828,500 E 7TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459743568: 20183630967,M,B,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,4/23/2010 0:00,9,3115951,10070759,9,-,78701,1,TRAVIS COUNTY
214201,20183630959,12/29/2018 0:00,1632,9405 DESSAU RD,ED,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459656568: 20183630959,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,METRO TAC REGION I,3/22/2013 0:00,6,3135024,10101398,1,18.34,78754,1,TRAVIS COUNTY
214281,20183630049,12/29/2018 0:00,106,515 E SLAUGHTER LN,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,288950173: 20183630049,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 800 REG IV PATROL,9/1/2018 0:00,0,3103831,10032503,5,24.25,78744,1,TRAVIS COUNTY
214409,20183631470,12/29/2018 0:00,2228,519 E 7TH ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,255068725: 20183631470,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,12/12/2014 0:00,4,3116096,10070500,9,-,78701,1,TRAVIS COUNTY
214410,20183631470,12/29/2018 0:00,2228,519 E 7TH ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,255068725: 20183631470,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,11/30/2012 0:00,6,3116096,10070500,9,-,78701,1,TRAVIS COUNTY
214411,20183631470,12/29/2018 0:00,2228,519 E 7TH ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,255068725: 20183631470,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,12/12/2014 0:00,4,3116096,10070500,9,-,78701,1,TRAVIS COUNTY
214719,20183631470,12/29/2018 0:00,2228,519 E 7TH ST,GE,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,255068725: 20183631470,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,10/30/2015 0:00,3,3116096,10070500,9,-,78701,1,TRAVIS COUNTY
214319,20183621246,12/28/2018 0:00,,1630 RUTLAND DR,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459676195: 20183621246,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,PROPERTY CRIME TASK FORCE,3/21/2014 0:00,5,3123027,10109223,4,18.21,78758,1,TRAVIS COUNTY
214322,20183621246,12/28/2018 0:00,,1630 RUTLAND DR,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459676195: 20183621246,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,4/23/2010 0:00,9,3123027,10109223,4,18.21,78758,1,TRAVIS COUNTY
214289,20183621727,12/28/2018 0:00,,7522 N IH 35 SVRD SB,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459536149: 20183621727,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,9/2/2018 0:00,0,3125968,10096642,4,-,78752,1,TRAVIS COUNTY
214440,20183620114,12/28/2018 0:00,,909 E KOENIG LN SVRD EB,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459756438: 20183620114,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,12/13/2013 0:00,5,3124420,10090195,4,-,78751,1,TRAVIS COUNTY
214282,20183621609,12/28/2018 0:00,,7301 DERBY DOWNS DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,386269526: 20183621609,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 600 EVENINGS REG IV PATROL,9/1/2018 0:00,0,3116870,10027330,2,24.26,78747,1,TRAVIS COUNTY
215759,20183621503,12/28/2018 0:00,,1140 POQUITO ST,CH,4-DISPATCHED CALL [non MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),4,31983174: 20183621503,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,12/22/2017 0:00,1,3122185,10071347,1,-,78702,1,TRAVIS COUNTY
214100,20183620016,12/28/2018 0:00,15,500 BLOCK TRINITY ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,458804450: 20183620016,M,B,N,NO CONTRIBUTING CHARACTERISTICS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,GEORGE 800 REG 1 NIGHTS,6/18/2004 0:00,15,3115341,10070251,9,-,78701,1,TRAVIS COUNTY
214059,20183620016,12/28/2018 0:00,9,500 BLOCK TRINITY ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,458804450: 20183620016,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG 1 NIGHTS,3/21/2014 0:00,5,3115341,10070251,9,-,78701,1,TRAVIS COUNTY
214284,20183621478,12/28/2018 0:00,2107,5607 N LAMAR BLVD,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458988172: 20183621478,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),,,,,1,MINOR INJURY; COMPLAINT OF INJURY/PAIN,IDA 600 REG I PATROL,6/23/2017 0:00,2,3118864,10091443,4,-,78751,1,TRAVIS COUNTY
214285,20183621478,12/28/2018 0:00,2108,5607 N LAMAR BLVD,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458988172: 20183621478,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 500 REG I PATROL,10/28/2016 0:00,2,3118864,10091443,4,-,78751,1,TRAVIS COUNTY
214381,20183621266,12/28/2018 0:00,2145,310 W 2ND ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459305046: 20183621266,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,,BAKER 200 REG I PATROL,10/19/2001 0:00,17,3112984,10069766,9,-,78701,1,TRAVIS COUNTY
214160,20183620816,12/28/2018 0:00,1359,1515 WICKERSHAM LN,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459751840: 20183620816,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 400 REG III PATROL,7/8/2016 0:00,2,3122306,10058898,3,23.18,78741,1,TRAVIS COUNTY
214501,20183621266,12/28/2018 0:00,1920,310 W 2ND ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459305046: 20183621266,F,W,N,NO CONTRIBUTING CHARACTERISTICS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,3/22/2013 0:00,6,3112984,10069766,9,-,78701,1,TRAVIS COUNTY
214320,20183621246,12/28/2018 0:00,1823,1630 RUTLAND DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459676195: 20183621246,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 300 REG II PATROL,3/20/2015 0:00,4,3123027,10109223,4,18.21,78758,1,TRAVIS COUNTY
214159,20183620816,12/28/2018 0:00,1358,1515 WICKERSHAM LN,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459751840: 20183620816,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 200 REG III PATROL,11/12/2010 0:00,8,3122306,10058898,3,23.18,78741,1,TRAVIS COUNTY
214164,20183620816,12/28/2018 0:00,1358,1515 WICKERSHAM LN,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459751840: 20183620816,M,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 400 REG III PATROL,5/30/2014 0:00,5,3122306,10058898,3,23.18,78741,1,TRAVIS COUNTY
214290,20183621727,12/28/2018 0:00,119,7522 N IH 35 SVRD SB,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459536149: 20183621727,M,B,N,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,12/12/2014 0:00,4,3125968,10096642,4,-,78752,1,TRAVIS COUNTY
214504,20183621503,12/28/2018 0:00,2136,1140 POQUITO ST,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND ANOTHER,4,167971607: 20183621503,F,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 300 REG III PATROL,6/23/2017 0:00,2,3122185,10071347,1,-,78702,1,TRAVIS COUNTY
214505,20183621503,12/28/2018 0:00,2136,1140 POQUITO ST,CH,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,167971607: 20183621503,F,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 700 REG III PATROL,12/22/2017 0:00,1,3122185,10071347,1,-,78702,1,TRAVIS COUNTY
214321,20183621246,12/28/2018 0:00,1857,1630 RUTLAND DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459676195: 20183621246,F,B,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,EDWARD 400 REG II PATROL,9/5/2017 0:00,1,3123027,10109223,4,18.21,78758,1,TRAVIS COUNTY
214323,20183621246,12/28/2018 0:00,1857,1630 RUTLAND DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,459676195: 20183621246,F,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,EDWARD 400 REG II PATROL,9/1/2018 0:00,0,3123027,10109223,4,18.21,78758,1,TRAVIS COUNTY
214161,20183620816,12/28/2018 0:00,1415,1515 WICKERSHAM LN,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459751840: 20183620816,M,W,N,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 3,4/27/2007 0:00,12,3122306,10058898,3,23.18,78741,1,TRAVIS COUNTY
214283,20183621609,12/28/2018 0:00,2356,7301 DERBY DOWNS DR,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,386269526: 20183621609,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,9/2/2018 0:00,0,3116870,10027330,2,24.26,78747,1,TRAVIS COUNTY
216879,20183621503,12/28/2018 0:00,2126,1140 POQUITO ST,CH,4-DISPATCHED CALL [non MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),4,31983174: 20183621503,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,CHARLIE 600 REG III EVENING SHIFT,6/23/2017 0:00,2,3122185,10071347,1,-,78702,1,TRAVIS COUNTY
214268,20183621435,12/28/2018 0:00,2048,501 E BEN WHITE BLVD SVRD EB,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,174784970: 20183621435,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 300 REG IV PATROL,12/22/2017 0:00,1,3109796,10052831,3,-,78745,1,TRAVIS COUNTY
214272,20183621435,12/28/2018 0:00,2048,501 E BEN WHITE BLVD SVRD EB,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,174784970: 20183621435,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 200 REG I PATROL,11/22/2013 0:00,5,3109796,10052831,3,-,78745,1,TRAVIS COUNTY
214162,20183620703,12/28/2018 0:00,1219,2508 E RIVERSIDE DR,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458940571: 20183620703,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,HENRY 200 REG III PATROL,10/28/2016 0:00,2,3120958,10059176,3,-,78741,1,TRAVIS COUNTY
214163,20183620703,12/28/2018 0:00,1219,2508 E RIVERSIDE DR,HE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,458940571: 20183620703,M,W,H,NO CONTRIBUTING CHARACTERISTICS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 3,3/23/2012 0:00,7,3120958,10059176,3,-,78741,1,TRAVIS COUNTY
214099,20183610811,12/27/2018 0:00,1400,9100 WATERFORD CENTRE BLVD,AD,2-WARRANT SERVICE [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,64293910: 20183610811,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),CED - PRONGS-ENTER # CYCLES (use #shots field),,,,2,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION I,3/22/2013 0:00,6,3117292,10110324,7,-,78758,1,TRAVIS COUNTY
214179,20183610811,12/27/2018 0:00,1603,9100 WATERFORD CENTRE BLVD,AD,2-WARRANT SERVICE [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,64293910: 20183610811,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION I,5/17/2013 0:00,6,3117292,10110324,7,-,78758,1,TRAVIS COUNTY
214080,20183610709,12/27/2018 0:00,1210,9400 N LAMAR BLVD,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459054262: 20183610709,M,B,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM DISTRICT REPS  REG II PATROL,1/7/1994 0:00,25,3127950,10105735,4,-,78758,1,TRAVIS COUNTY
214083,20183610709,12/27/2018 0:00,1217,9400 N LAMAR BLVD,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459054262: 20183610709,M,B,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 200 REG II PATROL,4/23/2010 0:00,9,3127950,10105735,4,-,78758,1,TRAVIS COUNTY
